warehouse_id,warehouse_region,capacity_units,fixed_daily_cost_usd
WH-C101834,Central,180000,2600
WH-N101835,North,120000,1800
WH-S101836,South,115000,1700
WH-E101837,East,118000,1750
WH-W101838,West,110000,1680
WH-C101839,Central,180000,2600
WH-N101840,North,120000,1800
WH-S101841,South,115000,1700
WH-E101842,East,118000,1750
WH-W101843,West,110000,1680
WH-C101844,Central,180000,2600
WH-N101845,North,120000,1800
WH-S101846,South,115000,1700
WH-E101847,East,118000,1750
WH-W101848,West,110000,1680
WH-C101849,Central,180000,2600
WH-N101850,North,120000,1800
WH-S101851,South,115000,1700
WH-E101852,East,118000,1750
WH-W101853,West,110000,1680
WH-C101854,Central,180000,2600
WH-N101855,North,120000,1800
WH-S101856,South,115000,1700
WH-E101857,East,118000,1750
WH-W101858,West,110000,1680
WH-C101859,Central,180000,2600
WH-N101860,North,120000,1800
WH-S101861,South,115000,1700
WH-E101862,East,118000,1750
WH-W101863,West,110000,1680
WH-C101864,Central,180000,2600
WH-N101865,North,120000,1800
WH-S101866,South,115000,1700
WH-E101867,East,118000,1750
WH-W101868,West,110000,1680
WH-C101869,Central,180000,2600
WH-N101870,North,120000,1800
WH-S101871,South,115000,1700
WH-E101872,East,118000,1750
WH-W101873,West,110000,1680
WH-C101874,Central,180000,2600
WH-N101875,North,120000,1800
WH-S101876,South,115000,1700
WH-E101877,East,118000,1750
WH-W101878,West,110000,1680
WH-C101879,Central,180000,2600
WH-N101880,North,120000,1800
WH-S101881,South,115000,1700
WH-E101882,East,118000,1750
WH-W101883,West,110000,1680
WH-C101884,Central,180000,2600
WH-N101885,North,120000,1800
WH-S101886,South,115000,1700
WH-E101887,East,118000,1750
WH-W101888,West,110000,1680
WH-C101889,Central,180000,2600
WH-N101890,North,120000,1800
WH-S101891,South,115000,1700
WH-E101892,East,118000,1750
WH-W101893,West,110000,1680
WH-C101894,Central,180000,2600
WH-N101895,North,120000,1800
WH-S101896,South,115000,1700
WH-E101897,East,118000,1750
WH-W101898,West,110000,1680
WH-C101899,Central,180000,2600
WH-N101900,North,120000,1800
WH-S101901,South,115000,1700
WH-E101902,East,118000,1750
WH-W101903,West,110000,1680
WH-C101904,Central,180000,2600
WH-N101905,North,120000,1800
WH-S101906,South,115000,1700
WH-E101907,East,118000,1750
WH-W101908,West,110000,1680
WH-C101909,Central,180000,2600
WH-N101910,North,120000,1800
WH-S101911,South,115000,1700
WH-E101912,East,118000,1750
WH-W101913,West,110000,1680
WH-C101914,Central,180000,2600
WH-N101915,North,120000,1800
WH-S101916,South,115000,1700
WH-E101917,East,118000,1750
WH-W101918,West,110000,1680
WH-C101919,Central,180000,2600
WH-N101920,North,120000,1800
WH-S101921,South,115000,1700
WH-E101922,East,118000,1750
WH-W101923,West,110000,1680
WH-C101924,Central,180000,2600
WH-N101925,North,120000,1800
WH-S101926,South,115000,1700
WH-E101927,East,118000,1750
WH-W101928,West,110000,1680
WH-C101929,Central,180000,2600
WH-N101930,North,120000,1800
WH-S101931,South,115000,1700
WH-E101932,East,118000,1750
WH-W101933,West,110000,1680
WH-C101934,Central,180000,2600
WH-N101935,North,120000,1800
WH-S101936,South,115000,1700
WH-E101937,East,118000,1750
WH-W101938,West,110000,1680
WH-C101939,Central,180000,2600
WH-N101940,North,120000,1800
WH-S101941,South,115000,1700
WH-E101942,East,118000,1750
WH-W101943,West,110000,1680
WH-C101944,Central,180000,2600
WH-N101945,North,120000,1800
WH-S101946,South,115000,1700
WH-E101947,East,118000,1750
WH-W101948,West,110000,1680
WH-C101949,Central,180000,2600
WH-N101950,North,120000,1800
WH-S101951,South,115000,1700
WH-E101952,East,118000,1750
WH-W101953,West,110000,1680
WH-C101954,Central,180000,2600
WH-N101955,North,120000,1800
WH-S101956,South,115000,1700
WH-E101957,East,118000,1750
WH-W101958,West,110000,1680
WH-C101959,Central,180000,2600
WH-N101960,North,120000,1800
WH-S101961,South,115000,1700
WH-E101962,East,118000,1750
WH-W101963,West,110000,1680
WH-C101964,Central,180000,2600
WH-N101965,North,120000,1800
WH-S101966,South,115000,1700
WH-E101967,East,118000,1750
WH-W101968,West,110000,1680
WH-C101969,Central,180000,2600
WH-N101970,North,120000,1800
WH-S101971,South,115000,1700
WH-E101972,East,118000,1750
WH-W101973,West,110000,1680
WH-C101974,Central,180000,2600
WH-N101975,North,120000,1800
WH-S101976,South,115000,1700
WH-E101977,East,118000,1750
WH-W101978,West,110000,1680
WH-C101979,Central,180000,2600
WH-N101980,North,120000,1800
WH-S101981,South,115000,1700
WH-E101982,East,118000,1750
WH-W101983,West,110000,1680
WH-C101984,Central,180000,2600
WH-N101985,North,120000,1800
WH-S101986,South,115000,1700
WH-E101987,East,118000,1750
WH-W101988,West,110000,1680
WH-C101989,Central,180000,2600
WH-N101990,North,120000,1800
WH-S101991,South,115000,1700
WH-E101992,East,118000,1750
WH-W101993,West,110000,1680
WH-C101994,Central,180000,2600
WH-N101995,North,120000,1800
WH-S101996,South,115000,1700
WH-E101997,East,118000,1750
WH-W101998,West,110000,1680
WH-C101999,Central,180000,2600
WH-N102000,North,120000,1800
WH-S102001,South,115000,1700
WH-E102002,East,118000,1750
WH-W102003,West,110000,1680
WH-C102004,Central,180000,2600
WH-N102005,North,120000,1800
WH-S102006,South,115000,1700
WH-E102007,East,118000,1750
WH-W102008,West,110000,1680
WH-C102009,Central,180000,2600
WH-N102010,North,120000,1800
WH-S102011,South,115000,1700
WH-E102012,East,118000,1750
WH-W102013,West,110000,1680
WH-C102014,Central,180000,2600
WH-N102015,North,120000,1800
WH-S102016,South,115000,1700
WH-E102017,East,118000,1750
WH-W102018,West,110000,1680
WH-C102019,Central,180000,2600
WH-N102020,North,120000,1800
WH-S102021,South,115000,1700
WH-E102022,East,118000,1750
WH-W102023,West,110000,1680
WH-C102024,Central,180000,2600
WH-N102025,North,120000,1800
WH-S102026,South,115000,1700
WH-E102027,East,118000,1750
WH-W102028,West,110000,1680
WH-C102029,Central,180000,2600
WH-N102030,North,120000,1800
WH-S102031,South,115000,1700
WH-E102032,East,118000,1750
WH-W102033,West,110000,1680
WH-C102034,Central,180000,2600
WH-N102035,North,120000,1800
WH-S102036,South,115000,1700
WH-E102037,East,118000,1750
WH-W102038,West,110000,1680
WH-C102039,Central,180000,2600
WH-N102040,North,120000,1800
WH-S102041,South,115000,1700
WH-E102042,East,118000,1750
WH-W102043,West,110000,1680
WH-C102044,Central,180000,2600
WH-N102045,North,120000,1800
WH-S102046,South,115000,1700
WH-E102047,East,118000,1750
WH-W102048,West,110000,1680
WH-C102049,Central,180000,2600
WH-N102050,North,120000,1800
WH-S102051,South,115000,1700
WH-E102052,East,118000,1750
WH-W102053,West,110000,1680
WH-C102054,Central,180000,2600
WH-N102055,North,120000,1800
WH-S102056,South,115000,1700
WH-E102057,East,118000,1750
WH-W102058,West,110000,1680
WH-C102059,Central,180000,2600
WH-N102060,North,120000,1800
WH-S102061,South,115000,1700
WH-E102062,East,118000,1750
WH-W102063,West,110000,1680
WH-C102064,Central,180000,2600
WH-N102065,North,120000,1800
WH-S102066,South,115000,1700
WH-E102067,East,118000,1750
WH-W102068,West,110000,1680
WH-C102069,Central,180000,2600
WH-N102070,North,120000,1800
WH-S102071,South,115000,1700
WH-E102072,East,118000,1750
WH-W102073,West,110000,1680
WH-C102074,Central,180000,2600
WH-N102075,North,120000,1800
WH-S102076,South,115000,1700
WH-E102077,East,118000,1750
WH-W102078,West,110000,1680
WH-C102079,Central,180000,2600
WH-N102080,North,120000,1800
WH-S102081,South,115000,1700
WH-E102082,East,118000,1750
WH-W102083,West,110000,1680
WH-C102084,Central,180000,2600
WH-N102085,North,120000,1800
WH-S102086,South,115000,1700
WH-E102087,East,118000,1750
WH-W102088,West,110000,1680
WH-C102089,Central,180000,2600
WH-N102090,North,120000,1800
WH-S102091,South,115000,1700
WH-E102092,East,118000,1750
WH-W102093,West,110000,1680
WH-C102094,Central,180000,2600
WH-N102095,North,120000,1800
WH-S102096,South,115000,1700
WH-E102097,East,118000,1750
WH-W102098,West,110000,1680
WH-C102099,Central,180000,2600
WH-N102100,North,120000,1800
WH-S102101,South,115000,1700
WH-E102102,East,118000,1750
WH-W102103,West,110000,1680
WH-C102104,Central,180000,2600
WH-N102105,North,120000,1800
WH-S102106,South,115000,1700
WH-E102107,East,118000,1750
WH-W102108,West,110000,1680
WH-C102109,Central,180000,2600
WH-N102110,North,120000,1800
WH-S102111,South,115000,1700
WH-E102112,East,118000,1750
WH-W102113,West,110000,1680
WH-C102114,Central,180000,2600
WH-N102115,North,120000,1800
WH-S102116,South,115000,1700
WH-E102117,East,118000,1750
WH-W102118,West,110000,1680
WH-C102119,Central,180000,2600
WH-N102120,North,120000,1800
WH-S102121,South,115000,1700
WH-E102122,East,118000,1750
WH-W102123,West,110000,1680
WH-C102124,Central,180000,2600
WH-N102125,North,120000,1800
WH-S102126,South,115000,1700
WH-E102127,East,118000,1750
WH-W102128,West,110000,1680
WH-C102129,Central,180000,2600
WH-N102130,North,120000,1800
WH-S102131,South,115000,1700
WH-E102132,East,118000,1750
WH-W102133,West,110000,1680
WH-C102134,Central,180000,2600
WH-N102135,North,120000,1800
WH-S102136,South,115000,1700
WH-E102137,East,118000,1750
WH-W102138,West,110000,1680
WH-C102139,Central,180000,2600
WH-N102140,North,120000,1800
WH-S102141,South,115000,1700
WH-E102142,East,118000,1750
WH-W102143,West,110000,1680
WH-C102144,Central,180000,2600
WH-N102145,North,120000,1800
WH-S102146,South,115000,1700
WH-E102147,East,118000,1750
WH-W102148,West,110000,1680
WH-C102149,Central,180000,2600
WH-N102150,North,120000,1800
WH-S102151,South,115000,1700
WH-E102152,East,118000,1750
WH-W102153,West,110000,1680
WH-C102154,Central,180000,2600
WH-N102155,North,120000,1800
WH-S102156,South,115000,1700
WH-E102157,East,118000,1750
WH-W102158,West,110000,1680
WH-C102159,Central,180000,2600
WH-N102160,North,120000,1800
WH-S102161,South,115000,1700
WH-E102162,East,118000,1750
WH-W102163,West,110000,1680
WH-C102164,Central,180000,2600
WH-N102165,North,120000,1800
WH-S102166,South,115000,1700
WH-E102167,East,118000,1750
WH-W102168,West,110000,1680
WH-C102169,Central,180000,2600
WH-N102170,North,120000,1800
WH-S102171,South,115000,1700
WH-E102172,East,118000,1750
WH-W102173,West,110000,1680
WH-C102174,Central,180000,2600
WH-N102175,North,120000,1800
WH-S102176,South,115000,1700
WH-E102177,East,118000,1750
WH-W102178,West,110000,1680
WH-C102179,Central,180000,2600
WH-N102180,North,120000,1800
WH-S102181,South,115000,1700
WH-E102182,East,118000,1750
WH-W102183,West,110000,1680
WH-C102184,Central,180000,2600
WH-N102185,North,120000,1800
WH-S102186,South,115000,1700
WH-E102187,East,118000,1750
WH-W102188,West,110000,1680
WH-C102189,Central,180000,2600
WH-N102190,North,120000,1800
WH-S102191,South,115000,1700
WH-E102192,East,118000,1750
WH-W102193,West,110000,1680
WH-C102194,Central,180000,2600
WH-N102195,North,120000,1800
WH-S102196,South,115000,1700
WH-E102197,East,118000,1750
WH-W102198,West,110000,1680
WH-C102199,Central,180000,2600
WH-N102200,North,120000,1800
WH-S102201,South,115000,1700
WH-E102202,East,118000,1750
WH-W102203,West,110000,1680
WH-C102204,Central,180000,2600
WH-N102205,North,120000,1800
WH-S102206,South,115000,1700
WH-E102207,East,118000,1750
WH-W102208,West,110000,1680
WH-C102209,Central,180000,2600
WH-N102210,North,120000,1800
WH-S102211,South,115000,1700
WH-E102212,East,118000,1750
WH-W102213,West,110000,1680
WH-C102214,Central,180000,2600
WH-N102215,North,120000,1800
WH-S102216,South,115000,1700
WH-E102217,East,118000,1750
WH-W102218,West,110000,1680
WH-C102219,Central,180000,2600
WH-N102220,North,120000,1800
WH-S102221,South,115000,1700
WH-E102222,East,118000,1750
WH-W102223,West,110000,1680
WH-C102224,Central,180000,2600
WH-N102225,North,120000,1800
WH-S102226,South,115000,1700
WH-E102227,East,118000,1750
WH-W102228,West,110000,1680
WH-C102229,Central,180000,2600
WH-N102230,North,120000,1800
WH-S102231,South,115000,1700
WH-E102232,East,118000,1750
WH-W102233,West,110000,1680
WH-C102234,Central,180000,2600
WH-N102235,North,120000,1800
WH-S102236,South,115000,1700
WH-E102237,East,118000,1750
WH-W102238,West,110000,1680
WH-C102239,Central,180000,2600
WH-N102240,North,120000,1800
WH-S102241,South,115000,1700
WH-E102242,East,118000,1750
WH-W102243,West,110000,1680
WH-C102244,Central,180000,2600
WH-N102245,North,120000,1800
WH-S102246,South,115000,1700
WH-E102247,East,118000,1750
WH-W102248,West,110000,1680
WH-C102249,Central,180000,2600
WH-N102250,North,120000,1800
WH-S102251,South,115000,1700
WH-E102252,East,118000,1750
WH-W102253,West,110000,1680
WH-C102254,Central,180000,2600
WH-N102255,North,120000,1800
WH-S102256,South,115000,1700
WH-E102257,East,118000,1750
WH-W102258,West,110000,1680
WH-C102259,Central,180000,2600
WH-N102260,North,120000,1800
WH-S102261,South,115000,1700
WH-E102262,East,118000,1750
WH-W102263,West,110000,1680
WH-C102264,Central,180000,2600
WH-N102265,North,120000,1800
WH-S102266,South,115000,1700
WH-E102267,East,118000,1750
WH-W102268,West,110000,1680
WH-C102269,Central,180000,2600
WH-N102270,North,120000,1800
WH-S102271,South,115000,1700
WH-E102272,East,118000,1750
WH-W102273,West,110000,1680
WH-C102274,Central,180000,2600
WH-N102275,North,120000,1800
WH-S102276,South,115000,1700
WH-E102277,East,118000,1750
WH-W102278,West,110000,1680
WH-C102279,Central,180000,2600
WH-N102280,North,120000,1800
WH-S102281,South,115000,1700
WH-E102282,East,118000,1750
WH-W102283,West,110000,1680
WH-C102284,Central,180000,2600
WH-N102285,North,120000,1800
WH-S102286,South,115000,1700
WH-E102287,East,118000,1750
WH-W102288,West,110000,1680
WH-C102289,Central,180000,2600
WH-N102290,North,120000,1800
WH-S102291,South,115000,1700
WH-E102292,East,118000,1750
WH-W102293,West,110000,1680
WH-C102294,Central,180000,2600
WH-N102295,North,120000,1800
WH-S102296,South,115000,1700
WH-E102297,East,118000,1750
WH-W102298,West,110000,1680
WH-C102299,Central,180000,2600
WH-N102300,North,120000,1800
WH-S102301,South,115000,1700
WH-E102302,East,118000,1750
WH-W102303,West,110000,1680
WH-C102304,Central,180000,2600
WH-N102305,North,120000,1800
WH-S102306,South,115000,1700
WH-E102307,East,118000,1750
WH-W102308,West,110000,1680
WH-C102309,Central,180000,2600
WH-N102310,North,120000,1800
WH-S102311,South,115000,1700
WH-E102312,East,118000,1750
WH-W102313,West,110000,1680
WH-C102314,Central,180000,2600
WH-N102315,North,120000,1800
WH-S102316,South,115000,1700
WH-E102317,East,118000,1750
WH-W102318,West,110000,1680
WH-C102319,Central,180000,2600
WH-N102320,North,120000,1800
WH-S102321,South,115000,1700
WH-E102322,East,118000,1750
WH-W102323,West,110000,1680
WH-C102324,Central,180000,2600
WH-N102325,North,120000,1800
WH-S102326,South,115000,1700
WH-E102327,East,118000,1750
WH-W102328,West,110000,1680
WH-C102329,Central,180000,2600
WH-N102330,North,120000,1800
WH-S102331,South,115000,1700
WH-E102332,East,118000,1750
WH-W102333,West,110000,1680
WH-C102334,Central,180000,2600
WH-N102335,North,120000,1800
WH-S102336,South,115000,1700
WH-E102337,East,118000,1750
WH-W102338,West,110000,1680
WH-C102339,Central,180000,2600
WH-N102340,North,120000,1800
WH-S102341,South,115000,1700
WH-E102342,East,118000,1750
WH-W102343,West,110000,1680
WH-C102344,Central,180000,2600
WH-N102345,North,120000,1800
WH-S102346,South,115000,1700
WH-E102347,East,118000,1750
WH-W102348,West,110000,1680
WH-C102349,Central,180000,2600
WH-N102350,North,120000,1800
WH-S102351,South,115000,1700
WH-E102352,East,118000,1750
WH-W102353,West,110000,1680
WH-C102354,Central,180000,2600
WH-N102355,North,120000,1800
WH-S102356,South,115000,1700
WH-E102357,East,118000,1750
WH-W102358,West,110000,1680
WH-C102359,Central,180000,2600
WH-N102360,North,120000,1800
WH-S102361,South,115000,1700
WH-E102362,East,118000,1750
WH-W102363,West,110000,1680
WH-C102364,Central,180000,2600
WH-N102365,North,120000,1800
WH-S102366,South,115000,1700
WH-E102367,East,118000,1750
WH-W102368,West,110000,1680
WH-C102369,Central,180000,2600
WH-N102370,North,120000,1800
WH-S102371,South,115000,1700
WH-E102372,East,118000,1750
WH-W102373,West,110000,1680
WH-C102374,Central,180000,2600
WH-N102375,North,120000,1800
WH-S102376,South,115000,1700
WH-E102377,East,118000,1750
WH-W102378,West,110000,1680
WH-C102379,Central,180000,2600
WH-N102380,North,120000,1800
WH-S102381,South,115000,1700
WH-E102382,East,118000,1750
WH-W102383,West,110000,1680
WH-C102384,Central,180000,2600
WH-N102385,North,120000,1800
WH-S102386,South,115000,1700
WH-E102387,East,118000,1750
WH-W102388,West,110000,1680
WH-C102389,Central,180000,2600
WH-N102390,North,120000,1800
WH-S102391,South,115000,1700
WH-E102392,East,118000,1750
WH-W102393,West,110000,1680
WH-C102394,Central,180000,2600
WH-N102395,North,120000,1800
WH-S102396,South,115000,1700
WH-E102397,East,118000,1750
WH-W102398,West,110000,1680
WH-C102399,Central,180000,2600
WH-N102400,North,120000,1800
WH-S102401,South,115000,1700
WH-E102402,East,118000,1750
WH-W102403,West,110000,1680
WH-C102404,Central,180000,2600
WH-N102405,North,120000,1800
WH-S102406,South,115000,1700
WH-E102407,East,118000,1750
WH-W102408,West,110000,1680
WH-C102409,Central,180000,2600
WH-N102410,North,120000,1800
WH-S102411,South,115000,1700
WH-E102412,East,118000,1750
WH-W102413,West,110000,1680
WH-C102414,Central,180000,2600
WH-N102415,North,120000,1800
WH-S102416,South,115000,1700
WH-E102417,East,118000,1750
WH-W102418,West,110000,1680
WH-C102419,Central,180000,2600
WH-N102420,North,120000,1800
WH-S102421,South,115000,1700
WH-E102422,East,118000,1750
WH-W102423,West,110000,1680
WH-C102424,Central,180000,2600
WH-N102425,North,120000,1800
WH-S102426,South,115000,1700
WH-E102427,East,118000,1750
WH-W102428,West,110000,1680
WH-C102429,Central,180000,2600
WH-N102430,North,120000,1800
WH-S102431,South,115000,1700
WH-E102432,East,118000,1750
WH-W102433,West,110000,1680
WH-C102434,Central,180000,2600
WH-N102435,North,120000,1800
WH-S102436,South,115000,1700
WH-E102437,East,118000,1750
WH-W102438,West,110000,1680
WH-C102439,Central,180000,2600
WH-N102440,North,120000,1800
WH-S102441,South,115000,1700
WH-E102442,East,118000,1750
WH-W102443,West,110000,1680
WH-C102444,Central,180000,2600
WH-N102445,North,120000,1800
WH-S102446,South,115000,1700
WH-E102447,East,118000,1750
WH-W102448,West,110000,1680
WH-C102449,Central,180000,2600
WH-N102450,North,120000,1800
WH-S102451,South,115000,1700
WH-E102452,East,118000,1750
WH-W102453,West,110000,1680
WH-C102454,Central,180000,2600
WH-N102455,North,120000,1800
WH-S102456,South,115000,1700
WH-E102457,East,118000,1750
WH-W102458,West,110000,1680
WH-C102459,Central,180000,2600
WH-N102460,North,120000,1800
WH-S102461,South,115000,1700
WH-E102462,East,118000,1750
WH-W102463,West,110000,1680
WH-C102464,Central,180000,2600
WH-N102465,North,120000,1800
WH-S102466,South,115000,1700
WH-E102467,East,118000,1750
WH-W102468,West,110000,1680
WH-C102469,Central,180000,2600
WH-N102470,North,120000,1800
WH-S102471,South,115000,1700
WH-E102472,East,118000,1750
WH-W102473,West,110000,1680
WH-C102474,Central,180000,2600
WH-N102475,North,120000,1800
WH-S102476,South,115000,1700
WH-E102477,East,118000,1750
WH-W102478,West,110000,1680
WH-C102479,Central,180000,2600
WH-N102480,North,120000,1800
WH-S102481,South,115000,1700
WH-E102482,East,118000,1750
WH-W102483,West,110000,1680
WH-C102484,Central,180000,2600
WH-N102485,North,120000,1800
WH-S102486,South,115000,1700
WH-E102487,East,118000,1750
WH-W102488,West,110000,1680
WH-C102489,Central,180000,2600
WH-N102490,North,120000,1800
WH-S102491,South,115000,1700
WH-E102492,East,118000,1750
WH-W102493,West,110000,1680
WH-C102494,Central,180000,2600
WH-N102495,North,120000,1800
WH-S102496,South,115000,1700
WH-E102497,East,118000,1750
WH-W102498,West,110000,1680
WH-C102499,Central,180000,2600
WH-N102500,North,120000,1800
WH-S102501,South,115000,1700
WH-E102502,East,118000,1750
WH-W102503,West,110000,1680
WH-C102504,Central,180000,2600
WH-N102505,North,120000,1800
WH-S102506,South,115000,1700
WH-E102507,East,118000,1750
WH-W102508,West,110000,1680
WH-C102509,Central,180000,2600
WH-N102510,North,120000,1800
WH-S102511,South,115000,1700
WH-E102512,East,118000,1750
WH-W102513,West,110000,1680
WH-C102514,Central,180000,2600
WH-N102515,North,120000,1800
WH-S102516,South,115000,1700
WH-E102517,East,118000,1750
WH-W102518,West,110000,1680
WH-C102519,Central,180000,2600
WH-N102520,North,120000,1800
WH-S102521,South,115000,1700
WH-E102522,East,118000,1750
WH-W102523,West,110000,1680
WH-C102524,Central,180000,2600
WH-N102525,North,120000,1800
WH-S102526,South,115000,1700
WH-E102527,East,118000,1750
WH-W102528,West,110000,1680
WH-C102529,Central,180000,2600
WH-N102530,North,120000,1800
WH-S102531,South,115000,1700
WH-E102532,East,118000,1750
WH-W102533,West,110000,1680
WH-C102534,Central,180000,2600
WH-N102535,North,120000,1800
WH-S102536,South,115000,1700
WH-E102537,East,118000,1750
WH-W102538,West,110000,1680
WH-C102539,Central,180000,2600
WH-N102540,North,120000,1800
WH-S102541,South,115000,1700
WH-E102542,East,118000,1750
WH-W102543,West,110000,1680
WH-C102544,Central,180000,2600
WH-N102545,North,120000,1800
WH-S102546,South,115000,1700
WH-E102547,East,118000,1750
WH-W102548,West,110000,1680
WH-C102549,Central,180000,2600
WH-N102550,North,120000,1800
WH-S102551,South,115000,1700
WH-E102552,East,118000,1750
WH-W102553,West,110000,1680
WH-C102554,Central,180000,2600
WH-N102555,North,120000,1800
WH-S102556,South,115000,1700
WH-E102557,East,118000,1750
WH-W102558,West,110000,1680
WH-C102559,Central,180000,2600
WH-N102560,North,120000,1800
WH-S102561,South,115000,1700
WH-E102562,East,118000,1750
WH-W102563,West,110000,1680
WH-C102564,Central,180000,2600
WH-N102565,North,120000,1800
WH-S102566,South,115000,1700
WH-E102567,East,118000,1750
WH-W102568,West,110000,1680
WH-C102569,Central,180000,2600
WH-N102570,North,120000,1800
WH-S102571,South,115000,1700
WH-E102572,East,118000,1750
WH-W102573,West,110000,1680
WH-C102574,Central,180000,2600
WH-N102575,North,120000,1800
WH-S102576,South,115000,1700
WH-E102577,East,118000,1750
WH-W102578,West,110000,1680
WH-C102579,Central,180000,2600
WH-N102580,North,120000,1800
WH-S102581,South,115000,1700
WH-E102582,East,118000,1750
WH-W102583,West,110000,1680
WH-C102584,Central,180000,2600
WH-N102585,North,120000,1800
WH-S102586,South,115000,1700
WH-E102587,East,118000,1750
WH-W102588,West,110000,1680
WH-C102589,Central,180000,2600
WH-N102590,North,120000,1800
WH-S102591,South,115000,1700
WH-E102592,East,118000,1750
WH-W102593,West,110000,1680
WH-C102594,Central,180000,2600
WH-N102595,North,120000,1800
WH-S102596,South,115000,1700
WH-E102597,East,118000,1750
WH-W102598,West,110000,1680
WH-C102599,Central,180000,2600
WH-N102600,North,120000,1800
WH-S102601,South,115000,1700
WH-E102602,East,118000,1750
WH-W102603,West,110000,1680
WH-C102604,Central,180000,2600
WH-N102605,North,120000,1800
WH-S102606,South,115000,1700
WH-E102607,East,118000,1750
WH-W102608,West,110000,1680
WH-C102609,Central,180000,2600
WH-N102610,North,120000,1800
WH-S102611,South,115000,1700
WH-E102612,East,118000,1750
WH-W102613,West,110000,1680
WH-C102614,Central,180000,2600
WH-N102615,North,120000,1800
WH-S102616,South,115000,1700
WH-E102617,East,118000,1750
WH-W102618,West,110000,1680
WH-C102619,Central,180000,2600
WH-N102620,North,120000,1800
WH-S102621,South,115000,1700
WH-E102622,East,118000,1750
WH-W102623,West,110000,1680
WH-C102624,Central,180000,2600
WH-N102625,North,120000,1800
WH-S102626,South,115000,1700
WH-E102627,East,118000,1750
WH-W102628,West,110000,1680
WH-C102629,Central,180000,2600
WH-N102630,North,120000,1800
WH-S102631,South,115000,1700
WH-E102632,East,118000,1750
WH-W102633,West,110000,1680
WH-C102634,Central,180000,2600
WH-N102635,North,120000,1800
WH-S102636,South,115000,1700
WH-E102637,East,118000,1750
WH-W102638,West,110000,1680
WH-C102639,Central,180000,2600
WH-N102640,North,120000,1800
WH-S102641,South,115000,1700
WH-E102642,East,118000,1750
WH-W102643,West,110000,1680
WH-C102644,Central,180000,2600
WH-N102645,North,120000,1800
WH-S102646,South,115000,1700
WH-E102647,East,118000,1750
WH-W102648,West,110000,1680
WH-C102649,Central,180000,2600
WH-N102650,North,120000,1800
WH-S102651,South,115000,1700
WH-E102652,East,118000,1750
WH-W102653,West,110000,1680
WH-C102654,Central,180000,2600
WH-N102655,North,120000,1800
WH-S102656,South,115000,1700
WH-E102657,East,118000,1750
WH-W102658,West,110000,1680
WH-C102659,Central,180000,2600
WH-N102660,North,120000,1800
WH-S102661,South,115000,1700
WH-E102662,East,118000,1750
WH-W102663,West,110000,1680
WH-C102664,Central,180000,2600
WH-N102665,North,120000,1800
WH-S102666,South,115000,1700
WH-E102667,East,118000,1750
WH-W102668,West,110000,1680
WH-C102669,Central,180000,2600
WH-N102670,North,120000,1800
WH-S102671,South,115000,1700
WH-E102672,East,118000,1750
WH-W102673,West,110000,1680
WH-C102674,Central,180000,2600
WH-N102675,North,120000,1800
WH-S102676,South,115000,1700
WH-E102677,East,118000,1750
WH-W102678,West,110000,1680
WH-C102679,Central,180000,2600
WH-N102680,North,120000,1800
WH-S102681,South,115000,1700
WH-E102682,East,118000,1750
WH-W102683,West,110000,1680
WH-C102684,Central,180000,2600
WH-N102685,North,120000,1800
WH-S102686,South,115000,1700
WH-E102687,East,118000,1750
WH-W102688,West,110000,1680
WH-C102689,Central,180000,2600
WH-N102690,North,120000,1800
WH-S102691,South,115000,1700
WH-E102692,East,118000,1750
WH-W102693,West,110000,1680
WH-C102694,Central,180000,2600
WH-N102695,North,120000,1800
WH-S102696,South,115000,1700
WH-E102697,East,118000,1750
WH-W102698,West,110000,1680
WH-C102699,Central,180000,2600
WH-N102700,North,120000,1800
WH-S102701,South,115000,1700
WH-E102702,East,118000,1750
WH-W102703,West,110000,1680
WH-C102704,Central,180000,2600
WH-N102705,North,120000,1800
WH-S102706,South,115000,1700
WH-E102707,East,118000,1750
WH-W102708,West,110000,1680
WH-C102709,Central,180000,2600
WH-N102710,North,120000,1800
WH-S102711,South,115000,1700
WH-E102712,East,118000,1750
WH-W102713,West,110000,1680
WH-C102714,Central,180000,2600
WH-N102715,North,120000,1800
WH-S102716,South,115000,1700
WH-E102717,East,118000,1750
WH-W102718,West,110000,1680
WH-C102719,Central,180000,2600
WH-N102720,North,120000,1800
WH-S102721,South,115000,1700
WH-E102722,East,118000,1750
WH-W102723,West,110000,1680
WH-C102724,Central,180000,2600
WH-N102725,North,120000,1800
WH-S102726,South,115000,1700
WH-E102727,East,118000,1750
WH-W102728,West,110000,1680
WH-C102729,Central,180000,2600
WH-N102730,North,120000,1800
WH-S102731,South,115000,1700
WH-E102732,East,118000,1750
WH-W102733,West,110000,1680
WH-C102734,Central,180000,2600
WH-N102735,North,120000,1800
WH-S102736,South,115000,1700
WH-E102737,East,118000,1750
WH-W102738,West,110000,1680
WH-C102739,Central,180000,2600
WH-N102740,North,120000,1800
WH-S102741,South,115000,1700
WH-E102742,East,118000,1750
WH-W102743,West,110000,1680
WH-C102744,Central,180000,2600
WH-N102745,North,120000,1800
WH-S102746,South,115000,1700
WH-E102747,East,118000,1750
WH-W102748,West,110000,1680
WH-C102749,Central,180000,2600
WH-N102750,North,120000,1800
WH-S102751,South,115000,1700
